acct_id;alpha;acct_num;owner_name;last_visit_dt;last_full_insp_dt;last_insp_stat;prem_addr;bin;number;street;communitydistrict;citycouncildistrict;bbl;cent_latitude;cent_longitude;zipcode;borough;census_tract;nta
1407;AA;37287398;17 STATE OWNER LLC;09/20/2017 00:00:00;09/20/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1408;AA;37300423;17 STATE OWNER, LLC;10/04/2017 00:00:00;10/04/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1409;AA;37315421;17 STATE OWNER;10/17/2017 00:00:00;10/17/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1410;AA;37351582;17 STATE OWNER, LLC;11/20/2017 00:00:00;11/20/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1411;AA;37371614;14 STATE OWNER LLC;12/08/2017 00:00:00;12/08/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1412;AA;38000568;17 STATE OWNER, LLC;01/02/2018 00:00:00;01/02/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1413;T;38065835;17 STATE OWNER;09/22/2017 00:00:00;09/22/2017 00:00:00;NOT APPROVAL(VIO);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1414;AA;38075024;17 STATE OWNER LLC;03/06/2018 00:00:00;03/06/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1415;AA;38075040;17 STATE OWNER LLC;03/06/2018 00:00:00;03/06/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1416;AA;38097465;17 STATE OWNER LLC;03/27/2018 00:00:00;03/27/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1417;AA;38160081;17 STATE OWNER, LLC;05/10/2018 00:00:00;05/11/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1418;AA;38200911;17 STATE OWNER LLC;06/11/2018 00:00:00;06/11/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1419;AA;38204046;17 STATE OWNER, LLC;06/13/2018 00:00:00;06/13/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1420;N;38210720;17 STATE OWNER LLC;05/22/2018 00:00:00;05/22/2018 00:00:00;NOT APPROVAL(VIO);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1421;AA;38218384;17 STATE OWNER LLC;06/25/2018 00:00:00;06/25/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1422;AA;38222287;17 STATE OWNER, LLC;06/27/2018 00:00:00;06/27/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1423;AA;38254751;17 STATE OWNER, LLC;07/26/2018 00:00:00;07/26/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1424;AA;38257655;17 STATE OWNER LLC;07/30/2018 00:00:00;07/30/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1425;N;38269924;17 STATE OWNER, LLC;09/17/2018 00:00:00;09/17/2018 00:00:00;NOT APPROVAL(VIO);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1426;AA;38332003;17 STATE OWNER, LLC;10/10/2018 00:00:00;10/10/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1427;AA;38339370;17 STATE OWNER LLC;10/15/2018 00:00:00;10/15/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1428;AA;38349767;17 STATE OWNER LLC;10/25/2018 00:00:00;10/25/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1429;AA;38384988;17 STATE OWNER LLC;11/28/2018 00:00:00;11/28/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1430;AA;38397782;17 STATE OWNER;12/10/2018 00:00:00;12/10/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1431;N;39000815;17 ST LLC/ RFR REALTY;12/12/2018 00:00:00;12/12/2018 00:00:00;NOT APPROVAL(VIO);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1432;N;39000849;17 STATE ST LLC / RFR;12/12/2018 00:00:00;12/12/2018 00:00:00;NOT APPROVAL(VIO);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1433;S;88096649;17 STATE ST LLC;12/05/2018 00:00:00;12/05/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1434;B;88104757;RFR SF 17 STATE ST.LP;11/13/2018 00:00:00;06/12/2018 00:00:00;NOV AND VIO(NOV HOLD);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1436;P;88112107;17 STATE ST LLC;11/14/2018 00:00:00;11/14/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1437;R;89006670;17 STATE ST LLC;11/05/2018 00:00:00;11/05/2018 00:00:00;NOV(HOLD);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1438;P;94023033;RFR REALTY LLC;11/13/2018 00:00:00;11/13/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1439;P;94023041;RFR REALTY LLC;12/05/2018 00:00:00;12/05/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1440;P;94023074;I.P SOFT;12/05/2018 00:00:00;12/05/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1441;P;99007676;HANOVER INSURANCE;11/13/2018 00:00:00;11/13/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1442;P;5354436;STATE WHITEHALL CO;12/10/2018 00:00:00;12/10/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1443;P;20051215;HAPOLIN SECURITIES.;01/16/2018 00:00:00;01/16/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1456;P;24092645;W E S;01/16/2018 00:00:00;01/16/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1471;B;26086348;HUGHES HUBBARD & REED;08/17/2018 00:00:00;08/17/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1472;P;26158832;THE CHARTWELL LAW;11/14/2018 00:00:00;11/14/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1473;AA;26171967;RUDIN MANAGEMENT;07/17/2018 00:00:00;07/17/2018 00:00:00;NOT APPROVAL(W/REASON);1 BATTERY PARK PLZ;1000021;1;BATTERY PARK PLZ;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1475;P;27185776;CONDON O'MEARA;01/16/2018 00:00:00;01/16/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1478;E;28011310;RUDIN MGNT CO INC;12/06/2018 00:00:00;12/06/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1488;B;31087182;RUDIN MGMT CO, INC;08/17/2018 00:00:00;11/16/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1497;N;32188252;RUDIN MGMT-THE STATE WHI;03/06/2014 00:00:00;03/06/2014 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1504;N;33035262;RUDIN MGT;11/25/2016 00:00:00;11/25/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1506;B;33046145;SEWARD & KISSEL LLP;08/30/2018 00:00:00;08/30/2018 00:00:00;APPROVAL;22 WHITEHALL ST;1000021;22;WHITEHALL ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1510;N;33114372;RUDIN MGMT A/A/F STATE;02/23/2016 00:00:00;02/23/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1512;N;33308495;RUDIN MGNT;05/22/2017 00:00:00;05/22/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1513;N;34003269;RUDIN MGNT A/A/F;05/28/2014 00:00:00;05/28/2014 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1514;AA;34003905;RUDIN MGMT AAF THE STATE;01/08/2014 00:00:00;01/08/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1515;N;34033803;RUDIN MGNT;03/06/2014 00:00:00;03/06/2014 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1516;T;34063867;RUDEN MGMT A/A/F;08/05/2014 00:00:00;08/05/2014 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1517;N;34169904;RUDIN MGNT;09/08/2014 00:00:00;09/08/2014 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1518;AA;34188151;RUDIN MANAGEMENT;07/24/2014 00:00:00;07/24/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1519;AA;34267724;RUDIN MGMT CO;10/15/2014 00:00:00;10/15/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1520;AA;34294868;RUDIN MGMT CO;11/14/2014 00:00:00;11/14/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1521;AA;34294926;RUDIN MGMT;11/14/2014 00:00:00;11/14/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1522;AA;34294942;RUDIN MGMT;11/14/2014 00:00:00;11/14/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1523;N;34296608;RUDIN MGMT A/A/F THE STA;12/27/2017 00:00:00;12/27/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1524;AA;34302653;RUDIN MGMT CO INC;11/24/2014 00:00:00;11/24/2014 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1525;AA;34324285;RUDIN MANAGEMENT;12/17/2014 00:00:00;12/17/2014 00:00:00;NOT APPROVAL(W/REASON);1 BATTERY PARK PLZ;1000021;1;BATTERY PARK PLZ;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1526;AA;35022722;FIRECOM INC;01/29/2015 00:00:00;01/29/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1527;N;35024892;RUDIN MGNT;02/20/2015 00:00:00;02/20/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1528;N;35031707;RUDIN MGNT;02/24/2015 00:00:00;02/24/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1529;S;35058387;INFINITY MECHANICAL INC.;01/20/2016 00:00:00;01/20/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1530;N;35059476;RUDIN MGNT;07/10/2015 00:00:00;07/10/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1531;AA;35092576;EUGENE HENNESSY;07/06/2015 00:00:00;07/06/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1532;N;35176668;RUDIN MANAGEMENT;05/22/2017 00:00:00;05/22/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1533;AA;35187954;RUDIN MANAGEMENT;07/17/2015 00:00:00;07/17/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1534;N;35200534;RUDIN MGMT CO INC;06/28/2017 00:00:00;06/28/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1535;AA;35220839;HUGHES HUBBARD REED;08/19/2015 00:00:00;08/19/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1536;B;35271634;SEWARD & KISSEL LLP;09/29/2015 00:00:00;09/29/2015 00:00:00;APPROVAL;1 BATTERY PARK PLZ;1000021;1;BATTERY PARK PLZ;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1537;P;35273325;GORDON & REES LLP;12/10/2018 00:00:00;12/10/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1538;AA;35275395;RUDIN MGMT;10/02/2015 00:00:00;10/02/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1539;AA;35300490;RUDIN MANAGEMENT;10/21/2015 00:00:00;10/21/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1540;N;35323138;RUDIN MGMT;10/28/2015 00:00:00;10/28/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1541;N;35325612;RUDIN MANAGEMENT A/A/F;07/19/2017 00:00:00;07/19/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1542;B;35358589;HUGHES HUBBARD REED LLP;11/24/2015 00:00:00;11/24/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1543;AA;35365345;RUDIN MANAGEMENT A.A.F T;12/08/2015 00:00:00;12/08/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1544;AA;35369768;RUDIN MANAGEMENT A.A.F T;12/10/2015 00:00:00;12/10/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1545;N;35384338;RUDIN MANAGEMENT;01/27/2016 00:00:00;01/27/2016 00:00:00;APPROVAL;1 BATTERY PARK PLZ;1000021;1;BATTERY PARK PLZ;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1546;N;35387026;RUDIN MANAGEMENT;10/26/2016 00:00:00;10/26/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1547;G;35387687;HUGHES HUBBARD REED;11/10/2015 00:00:00;11/10/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1548;G;35387695;HUGES HUBBARD REED;11/10/2015 00:00:00;11/10/2015 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1549;T;36011450;RUDIN MANAGEMENT;07/16/2018 00:00:00;07/16/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1550;AA;36132629;RUDIN MGMT AAF;05/03/2016 00:00:00;05/03/2016 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1551;N;36139889;RUDIN MGMNT A/A/F STATE;11/03/2016 00:00:00;11/03/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1552;A;36169506;HUGHES HUBBARD REED;11/10/2015 00:00:00;11/10/2015 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1553;N;36293736;RUDIN MGMT THE STATE;11/03/2016 00:00:00;11/03/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1554;N;36304061;RUDIN MGMT A/A/F;12/21/2016 00:00:00;12/21/2016 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1555;AA;36373926;RUDIN MANAGEMENT-AS AGEN;11/17/2016 00:00:00;11/17/2016 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1556;N;37034568;RUDIN MGMT;01/09/2018 00:00:00;01/09/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1557;AA;37123577;RUDIN MANAGEMENT;04/27/2017 00:00:00;04/27/2017 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1558;AA;37135704;RUDIN MGMT-AS AGENTS FOR;05/05/2017 00:00:00;05/05/2017 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1559;N;37183704;RUDIN MANAGEMENT;09/27/2017 00:00:00;09/27/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1560;AA;37205358;RUDIN MGMT -AS AGENTS FO;07/06/2017 00:00:00;07/06/2017 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1561;N;37207842;RUDIN MGMT A/A/F STATE W;09/27/2017 00:00:00;09/27/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1562;AA;37292653;RUDIN MGMT-AS AGENTS FOR;09/26/2017 00:00:00;09/26/2017 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1563;AA;37315264;EUGENE HENNESSY;10/17/2017 00:00:00;10/17/2017 00:00:00;NOT APPROVAL(W/REASON);1 BATTERY PARK PLZ;1000021;1;BATTERY PARK PLZ;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1564;N;37323342;RUDIN MGMT A/A/F THE STA;11/16/2017 00:00:00;11/16/2017 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1565;AA;37325313;RUDIN MANAGEMENT-AS AGEN;10/26/2017 00:00:00;10/26/2017 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1566;AA;37325362;RUDIN MANAGEMENT - AS AG;10/26/2017 00:00:00;10/26/2017 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1567;N;37375698;RUDIN MGMT A/A/F;01/30/2018 00:00:00;01/30/2018 00:00:00;APPROVAL;24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1568;AA;38011524;RUDIN MANAGEMENT-AS AGEN;01/16/2018 00:00:00;01/16/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1569;AA;38012977;RUDIN MANAGEMENT - AS AG;01/17/2018 00:00:00;01/17/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1570;N;38042529;RUDIN MGMT A/A/F THE STA;09/13/2018 00:00:00;09/13/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1571;AA;38060919;RUDIN MANAGEMENT;02/23/2018 00:00:00;02/23/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1572;AA;38060935;RUDIN MANAGEMENT;02/23/2018 00:00:00;02/23/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1573;B;38061594;MERIDIAN;02/06/2018 00:00:00;02/06/2018 00:00:00;APPROVAL;1 BATTERY PARK PLZ;1000021;1;BATTERY PARK PLZ;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
1574;AA;38129128;RUDIN MANAGEMENT;04/19/2018 00:00:00;04/19/2018 00:00:00;NOT APPROVAL(W/REASON);24 STATE ST;1000021;24;STATE ST;101;1;1000090029;40.703372;-74.013771;10004;MN;9;Battery Park City-Lower Manhattan
