acct_id;alpha;acct_num;owner_name;last_visit_dt;last_full_insp_dt;last_insp_stat;prem_addr;bin;number;street;communitydistrict;citycouncildistrict;bbl;cent_latitude;cent_longitude;zipcode;borough;census_tract;nta
879;N;36058923;SULLIVAN & CROMWELL LLP;11/08/2018 00:00:00;11/08/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
880;AA;36062073;MACK CALI REALTY;03/02/2016 00:00:00;03/02/2016 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
881;AA;36140226;SULLIVAN & CROMWELL, LLP;05/10/2016 00:00:00;05/10/2016 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
882;B;36231363;BRIGHT HORIZONS CHILDREN;12/26/2018 00:00:00;12/26/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
883;AA;36313286;MACK-CALI REALTY CORPORA;09/26/2016 00:00:00;09/26/2016 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
884;B;36405199;SULLIVAN & CROMWELL;11/15/2016 00:00:00;11/15/2016 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
885;B;36412492;SULLIVAN & COMWELL LLP;12/01/2016 00:00:00;12/01/2016 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
886;AA;37067816;CUSHMAN & WAKEFIELD, INC;03/06/2017 00:00:00;03/06/2017 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
887;B;37076213;CHILDREN FIRST BRIGH HOR;11/21/2018 00:00:00;11/21/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
888;N;37184249;SULLIVAN & CROMWELL LP;07/22/2017 00:00:00;07/22/2017 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
889;B;37221538;SULLIVAN & CROMELL LLP;07/13/2017 00:00:00;07/13/2017 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
890;T;37237930;SULLIVAN & CROMWELL LLP;07/22/2017 00:00:00;07/22/2017 00:00:00;NOT APPROVAL(VIO);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
891;N;37273612;CUSHMAN & WAKEFIELD INC;12/22/2017 00:00:00;12/22/2017 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
892;AA;38015988;CUSHMAN & WAKEFIELD;01/19/2018 00:00:00;01/19/2018 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
893;B;38023008;SULLIVAN CROWNWELL LLC;01/16/2018 00:00:00;01/16/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
894;B;38053047;SULLIVAN & CROMWELL LLP;01/30/2018 00:00:00;01/30/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
895;AA;38215265;SULLIVAN & CROMWELL;06/22/2018 00:00:00;06/22/2018 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
896;AA;38215273;SULLIVAN & CROMWELL;06/22/2018 00:00:00;06/22/2018 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
897;N;38250288;CUSHION & WAKEFIELD INC;07/25/2018 00:00:00;07/25/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
898;AA;38337333;CUSHMAN & WAKEFIELD;10/12/2018 00:00:00;10/12/2018 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
899;G;70016084;125 BROAD CONDOMINIUM;08/14/2017 00:00:00;08/05/2017 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
900;G;70052873;125 BROAD CONDOMINIUM;08/05/2017 00:00:00;08/05/2017 00:00:00;NOT APPROVAL(W/REASON);125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
901;B;86067576;SULLIVAN & CROMWELL LLP;08/27/2018 00:00:00;08/27/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
902;S;89049043;CUSHMAN & WAKEFIELD;11/26/2014 00:00:00;11/26/2014 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
903;R;89049050;CUSHMAN & WAKEFIELD;09/11/2015 00:00:00;09/11/2015 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
904;B;89049191;125 BROAD CONDOMINIUM;10/11/2018 00:00:00;10/11/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
905;P;89054696;SULLIVAN & CROMWELL;11/27/2018 00:00:00;11/27/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
907;P;95040580;A C L U;11/27/2018 00:00:00;11/27/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
908;P;97000715;SULLIVAN AND CROMWELL;11/27/2018 00:00:00;11/27/2018 00:00:00;APPROVAL;125 BROAD ST;1000006;125;BROAD ST;101;1;1000057501;40.702339;-74.010517;10004;MN;9;Battery Park City-Lower Manhattan
