Region,Poblacion,Superficie,Fecha,Nuevos.Sintomaticos,Nuevos.Asintomaticos,Nuevos.No.Notificados,Nuevos.Confirmados,Tasa.Incidencia,Casos.Confirmados,Nuevos.Fallecidos,Casos.Fallecidos,Letalidad,Activos.Confirmados,Activos.Probables,Probables.Acumulados,Recuperados.Confirmados,Fecha.Primer.Contagiado,Periodo.Infeccioso,Pacientes.UCI,Examenes.PCR,Examenes.PCR.Acumulados,Tasa.Positividad,I.Movilidad,Residencias.Sanitarias,Cupos.Residencias.Sanitarias,Usuarios.Residencias.Sanitarias,Vacunados.Primera.Dosis,Vacunados.Segunda.Dosis,Vacunados.Tercera.Dosis,Vacunados.Cuarta.Dosis,Vacunados.Unica.Dosis
OHiggins,991063,16387,2020-07-04,185,36,13,234,"23,61101161",6859,6,89,"1,297565243",1916,592,1247,4921,2020-03-19,108,98,396,18273,"59,09090909","4,644973304",5,146,117,0,0,0,0,0
Maule,1131939,30296,2020-07-04,147,15,8,170,"15,01847714",6144,6,65,"1,057942708",1241,209,454,4817,2020-03-03,124,61,921,38878,"18,45819761","4,623513515",10,563,296,0,0,0,0,0
Nuble,511551,13178,2020-07-04,34,6,3,43,"8,405809",2533,0,33,"1,302803",287,169,502,2200,2020-03-12,115,11,215,19575,20,"5,187320733",6,301,149,0,0,0,0,0
Biobio,1663696,23890,2020-07-04,103,22,6,131,"7,874034679",7262,2,61,"0,8399889838",1623,409,996,5603,2020-03-09,118,69,1409,87154,"9,297374024","5,247730497",16,716,337,0,0,0,0,0
Araucania,1014343,31842,2020-07-04,37,6,2,45,"4,436369157",3369,0,44,"1,306025527",273,55,97,3037,2020-03-16,111,16,583,35055,"7,718696398","4,731193459",6,383,222,0,0,0,0,0
Los Rios,405835,18429,2020-07-04,6,1,0,7,"1,724838912",720,0,10,"1,388888889",78,22,57,633,2020-03-16,111,6,238,12773,"2,941176471","3,941512837",3,82,45,0,0,0,0,0
Los Lagos,891440,48583,2020-07-04,36,10,4,50,"5,60890245",1856,0,21,"1,131465517",330,125,178,1496,2020-03-07,120,19,1102,59902,"4,537205082","4,66881734",6,281,101,0,0,0,0,0
Aysen,107297,108494,2020-07-04,0,0,0,0,0,46,0,0,0,14,0,0,32,2020-03-14,113,1,134,4172,0,"2,745414918",2,23,14,0,0,0,0,0
Magallanes,178362,132033,2020-07-04,2,1,0,3,"1,681972617",1479,0,15,"1,014198783",107,1,13,1355,2020-03-17,110,4,95,9803,"3,157894737","5,128169973",8,201,90,0,0,0,0,0
Total,19458310,755839,2020-07-04,2951,371,436,3758,"19,31308526",291847,141,6192,"2,121659637",28210,7986,33933,257445,2020-03-03,124,2077,17287,1103324,"21,73887893","5,86073039",154,9872,5341,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-07-03,41,0,16,57,"22,60917853",1889,1,22,"1,164637374",419,27,74,1447,2020-03-19,107,13,216,11079,"26,38888889","5,538091238",12,374,303,0,0,0,0,0
Tarapaca,382773,42225,2020-07-03,53,21,9,83,"21,68387007",6298,1,96,"1,524293426",731,64,161,5479,2020-03-23,103,29,375,21683,"22,13333333","5,350282096",11,674,436,0,0,0,0,0
Antofagasta,691854,126049,2020-07-03,239,33,13,285,"41,19366225",9570,8,171,"1,786833856",1696,164,462,7629,2020-03-14,112,94,784,30176,"36,35204082","5,457262693",9,522,297,0,0,0,0,0
Atacama,314709,75176,2020-07-03,19,12,0,31,"9,850369707",1166,1,3,"0,2572898799",337,36,54,822,2020-03-14,112,12,237,12544,"13,08016878","6,166994475",6,175,86,0,0,0,0,0
Coquimbo,836096,40579,2020-07-03,48,3,3,54,"6,458588487",3224,0,24,"0,7444168734",630,138,409,2568,2020-03-19,107,41,234,16088,"23,07692308","7,055433831",8,478,188,0,0,0,0,0
Valparaiso,1960170,16396,2020-07-03,229,10,25,264,"13,46821959",12465,14,266,"2,13397513",1927,956,3384,10134,2020-03-16,110,136,846,49267,"31,20567376","8,710928958",12,1151,550,0,0,0,0,0
Metropolitana,8125072,15403,2020-07-03,1544,152,376,2072,"25,50131248",223892,90,5145,"2,297982956",17016,4706,24720,201801,2020-03-04,122,1498,7928,664708,"26,13521695","8,359871275",33,3679,1984,0,0,0,0,0
OHiggins,991063,16387,2020-07-03,128,31,21,180,"18,16231662",6625,6,83,"1,252830189",1932,573,1174,4675,2020-03-19,107,96,346,17877,"52,02312139","5,696922199",5,143,115,0,0,0,0,0
Maule,1131939,30296,2020-07-03,125,12,17,154,"13,60497341",5974,6,59,"0,9876129896",1234,188,424,4658,2020-03-03,123,58,647,37957,"23,80216383","5,413300968",10,571,379,0,0,0,0,0
Nuble,511551,13178,2020-07-03,20,8,15,43,"8,405809",2490,0,33,"1,325301205",278,162,467,2165,2020-03-12,114,15,330,19360,"13,03030303","5,792211725",6,290,131,0,0,0,0,0
Biobio,1663696,23890,2020-07-03,135,23,22,180,"10,81928429",7131,1,59,"0,8273734399",1702,354,915,5395,2020-03-09,117,70,1640,85745,"10,97560976","6,089166299",17,765,486,0,0,0,0,0
Araucania,1014343,31842,2020-07-03,46,9,2,57,"5,619400932",3324,3,44,"1,323706378",258,56,118,3010,2020-03-16,110,15,597,34472,"9,547738693","5,449140525",5,332,232,0,0,0,0,0
Los Rios,405835,18429,2020-07-03,5,0,0,5,"1,232027795",713,0,10,"1,402524544",86,24,59,618,2020-03-16,110,6,258,12535,"1,937984496","4,684042054",3,82,48,0,0,0,0,0
Los Lagos,891440,48583,2020-07-03,65,4,3,72,"8,076819528",1806,0,21,"1,162790698",311,94,144,1463,2020-03-07,119,19,842,58800,"8,551068884","5,315965533",6,280,91,0,0,0,0,0
Aysen,107297,108494,2020-07-03,0,0,0,0,0,46,0,0,0,16,0,0,30,2020-03-14,112,1,114,4038,0,"3,246002735",2,23,14,0,0,0,0,0
Magallanes,178362,132033,2020-07-03,6,4,1,11,"6,167232931",1476,0,15,"1,016260163",119,1,13,1340,2020-03-17,109,4,191,9708,"5,759162304","5,497122319",8,201,94,0,0,0,0,0
Total,19458310,755839,2020-07-03,2703,322,523,3548,"18,23385484",288089,131,6051,"2,100392587",28695,7543,32578,253343,2020-03-03,123,2107,15585,1086037,"22,76547963","7,113916264",153,9740,5434,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-07-02,55,1,0,56,"22,21252628",1832,1,21,"1,14628821",401,13,61,1408,2020-03-19,106,13,141,10863,"39,71631206","5,373343693",11,344,296,0,0,0,0,0
Tarapaca,382773,42225,2020-07-02,72,17,10,99,"25,86389322",6215,4,95,"1,528559936",743,66,160,5380,2020-03-23,102,29,320,21308,"30,9375","5,43484437",11,674,449,0,0,0,0,0
Antofagasta,691854,126049,2020-07-02,167,31,4,202,"29,19691149",9285,16,163,"1,755519655",1676,166,443,7375,2020-03-14,111,97,668,29392,"30,23952096","5,387694157",9,519,284,0,0,0,0,0
Atacama,314709,75176,2020-07-02,18,3,0,21,"6,672831092",1135,0,2,"0,1762114537",341,35,51,790,2020-03-14,111,12,236,12307,"8,898305085","6,042272945",6,286,104,0,0,0,0,0
Coquimbo,836096,40579,2020-07-02,49,0,2,51,"6,099778016",3170,1,24,"0,7570977918",643,129,390,2507,2020-03-19,106,35,207,15854,"24,63768116","6,740624295",8,448,198,0,0,0,0,0
Valparaiso,1960170,16396,2020-07-02,174,8,11,193,"9,846084778",12201,22,252,"2,065404475",1904,1018,3292,9903,2020-03-16,109,131,590,48421,"32,71186441","8,374225344",12,1151,582,0,0,0,0,0
Metropolitana,8125072,15403,2020-07-02,1071,98,184,1353,"16,65216013",221820,101,5055,"2,278874763",17716,4938,24335,199125,2020-03-04,121,1493,4439,656780,"30,4798378","8,051274562",33,3647,2074,0,0,0,0,0
OHiggins,991063,16387,2020-07-02,154,33,13,200,"20,1803518",6445,8,77,"1,194724593",1978,603,1146,4447,2020-03-19,106,105,405,17531,"49,38271605","5,581987028",5,207,143,0,0,0,0,0
Maule,1131939,30296,2020-07-02,88,14,1,103,"9,09943027",5820,5,53,"0,910652921",1241,193,418,4504,2020-03-03,122,51,637,37310,"16,16954474","5,572338085",10,500,339,0,0,0,0,0
Nuble,511551,13178,2020-07-02,31,2,0,33,"6,450969698",2447,1,33,"1,34859011",264,194,462,2136,2020-03-12,113,15,298,19030,"11,0738255","5,801110951",6,318,162,0,0,0,0,0
Biobio,1663696,23890,2020-07-02,92,13,1,106,"6,371356305",6951,8,58,"0,8344123148",1723,371,902,5196,2020-03-09,116,71,1176,84105,"9,013605442","6,063834426",17,756,483,0,0,0,0,0
Araucania,1014343,31842,2020-07-02,20,1,0,21,"2,070305607",3267,0,41,"1,254973982",231,64,132,2983,2020-03-16,109,15,243,33875,"8,641975309","5,205419932",5,332,227,0,0,0,0,0
Los Rios,405835,18429,2020-07-02,1,1,0,2,"0,4928111178",708,0,10,"1,412429379",85,24,59,614,2020-03-16,109,7,209,12277,"0,956937799","4,638982612",3,80,51,0,0,0,0,0
Los Lagos,891440,48583,2020-07-02,44,6,0,50,"5,60890245",1734,0,21,"1,211072664",286,106,149,1415,2020-03-07,118,20,1000,57958,5,"5,129615191",5,182,85,0,0,0,0,0
Aysen,107297,108494,2020-07-02,4,0,0,4,"3,727970027",46,0,0,0,17,0,0,29,2020-03-14,111,1,125,3924,"3,2","3,002568327",2,23,13,0,0,0,0,0
Magallanes,178362,132033,2020-07-02,2,2,0,4,"2,242630157",1465,0,15,"1,023890785",122,1,13,1326,2020-03-17,108,4,137,9517,"2,919708029","5,233104132",9,212,103,0,0,0,0,0
Total,19458310,755839,2020-07-02,2042,230,226,2498,"12,83770276",284541,167,5920,"2,080543753",29374,7921,32013,249247,2020-03-03,122,2099,10831,1070452,"23,06342905","6,908173471",152,9679,5593,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-07-01,59,4,0,63,"24,98909206",1776,0,20,"1,126126126",378,10,57,1377,2020-03-19,105,14,172,10722,"36,62790698","5,406899973",10,297,262,0,0,0,0,0
Tarapaca,382773,42225,2020-07-01,51,14,2,67,"17,50384693",6116,0,91,"1,487900589",746,67,160,5285,2020-03-23,101,30,522,20988,"12,83524904","5,20473773",10,635,442,0,0,0,0,0
Antofagasta,691854,126049,2020-07-01,224,27,3,254,"36,71294811",9083,0,147,"1,618408015",1672,169,422,7176,2020-03-14,110,93,681,28724,"37,29809104","5,481869052",9,519,291,0,0,0,0,0
Atacama,314709,75176,2020-07-01,35,20,16,71,"22,56052417",1114,0,2,"0,1795332136",342,30,49,768,2020-03-14,110,12,290,12071,"24,48275862","6,123052343",6,303,106,0,0,0,0,0
Coquimbo,836096,40579,2020-07-01,51,7,11,69,"8,252640845",3119,0,23,"0,7374158384",668,125,370,2441,2020-03-19,105,35,262,15647,"26,33587786","6,724073975",8,448,202,0,0,0,0,0
Valparaiso,1960170,16396,2020-07-01,222,16,18,256,"13,06009173",12008,0,230,"1,91538974",1960,1037,3172,9677,2020-03-16,108,132,905,47831,"28,28729282","8,046020023",12,1112,572,0,0,0,0,0
Metropolitana,8125072,15403,2020-07-01,1026,142,148,1316,"16,19677955",220467,65,4954,"2,247048311",18876,4902,23674,196729,2020-03-04,120,1474,4489,652341,"29,31610604","7,841378246",34,3678,2137,0,0,0,0,0
OHiggins,991063,16387,2020-07-01,134,16,14,164,"16,54788848",6245,0,69,"1,104883907",2027,548,1050,4197,2020-03-19,105,97,339,17126,"48,37758112","5,415619073",5,207,135,0,0,0,0,0
Maule,1131939,30296,2020-07-01,148,20,0,168,"14,84178918",5717,0,48,"0,8396011894",1284,190,397,4362,2020-03-03,121,52,652,36673,"25,76687117","5,413231279",10,501,335,0,0,0,0,0
Nuble,511551,13178,2020-07-01,16,1,0,17,"3,323226814",2414,0,32,"1,325600663",290,188,435,2078,2020-03-12,112,15,157,18732,"10,82802548","5,624920492",6,318,181,0,0,0,0,0
Biobio,1663696,23890,2020-07-01,119,27,2,148,"8,895855974",6845,0,50,"0,7304601899",1844,363,868,4976,2020-03-09,115,70,812,82929,"18,22660099","5,705053078",17,767,558,0,0,0,0,0
Araucania,1014343,31842,2020-07-01,15,0,0,15,"1,478789719",3246,0,41,"1,263093038",236,64,130,2955,2020-03-16,108,16,314,33632,"4,777070064","5,127406926",4,323,203,0,0,0,0,0
Los Rios,405835,18429,2020-07-01,3,2,0,5,"1,232027795",706,0,10,"1,416430595",91,19,52,606,2020-03-16,108,7,151,12068,"3,311258278","4,698264675",3,80,48,0,0,0,0,0
Los Lagos,891440,48583,2020-07-01,25,2,1,28,"3,140985372",1684,0,21,"1,247030879",279,93,131,1373,2020-03-07,117,24,422,56958,"6,63507109","5,124453437",6,230,110,0,0,0,0,0
Aysen,107297,108494,2020-07-01,0,0,0,0,0,42,0,0,0,14,1,1,28,2020-03-14,110,1,30,3799,0,"3,052574647",2,23,10,0,0,0,0,0
Magallanes,178362,132033,2020-07-01,6,2,1,9,"5,045917852",1461,0,15,"1,026694045",136,0,12,1307,2020-03-17,107,3,187,9380,"4,812834225","5,396123488",9,212,103,0,0,0,0,0
Total,19458310,755839,2020-07-01,2134,300,216,2650,"13,61886001",282043,65,5753,"2,039759895",30847,7806,30980,245443,2020-03-03,121,2075,10385,1059621,"25,51757342","6,732974204",151,9653,5695,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-30,24,4,0,28,"11,10626314",1713,0,20,"1,167542323",351,11,56,1340,2020-03-19,104,14,122,10550,"22,95081967","5,360090513",10,297,262,0,0,0,0,0
Tarapaca,382773,42225,2020-06-30,53,18,4,75,"19,5938585",6049,0,91,"1,504380889",771,70,155,5193,2020-03-23,100,31,352,20466,"21,30681818","5,186018499",10,631,469,0,0,0,0,0
Antofagasta,691854,126049,2020-06-30,187,13,4,204,"29,48598982",8829,0,147,"1,66496772",1687,175,417,6907,2020-03-14,109,92,479,28043,"42,58872651","5,45984787",8,478,273,0,0,0,0,0
Atacama,314709,75176,2020-06-30,19,18,0,37,"11,75689288",1043,0,2,"0,1917545542",307,40,59,732,2020-03-14,109,11,464,11781,"7,974137931","6,018525259",6,305,130,0,0,0,0,0
Coquimbo,836096,40579,2020-06-30,55,5,29,89,"10,64471066",3050,0,23,"0,7540983607",699,129,364,2343,2020-03-19,104,34,276,15385,"32,24637681","6,45618816",8,448,243,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-30,175,13,23,211,"10,76437248",11752,1,230,"1,957113683",1968,1118,3121,9409,2020-03-16,107,135,619,46926,"34,08723748","8,13747974",12,1145,538,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-30,1759,203,293,2255,"27,75360021",219151,112,4889,"2,230881903",20264,5346,23443,194094,2020-03-04,119,1499,7311,647852,"30,8439338","7,87837783",34,3676,2161,0,0,0,0,0
OHiggins,991063,16387,2020-06-30,217,18,2,237,"23,91371689",6081,0,69,"1,134681796",2086,584,1024,3973,2020-03-19,104,95,483,16787,"49,06832298","5,444171357",5,207,144,0,0,0,0,0
Maule,1131939,30296,2020-06-30,65,17,4,86,"7,597582555",5549,0,48,"0,8650207245",1296,206,396,4182,2020-03-03,120,58,575,36021,"14,95652174","5,487205982",10,501,379,0,0,0,0,0
Nuble,511551,13178,2020-06-30,12,1,0,13,"2,541291093",2397,0,32,"1,335002086",330,202,430,2021,2020-03-12,111,15,160,18575,"8,125","5,638356502",6,318,181,0,0,0,0,0
Biobio,1663696,23890,2020-06-30,82,14,6,102,"6,130927766",6697,0,50,"0,7466029565",1909,350,825,4760,2020-03-09,114,71,1059,82117,"9,631728045","5,730437828",17,771,581,0,0,0,0,0
Araucania,1014343,31842,2020-06-30,14,5,0,19,"1,873133644",3231,0,41,"1,268956979",255,52,112,2922,2020-03-16,107,17,357,33318,"5,322128852","5,132177104",4,332,185,0,0,0,0,0
Los Rios,405835,18429,2020-06-30,8,4,0,12,"2,956866707",701,0,10,"1,426533524",98,20,51,594,2020-03-16,107,7,193,11917,"6,21761658","4,360501003",3,102,52,0,0,0,0,0
Los Lagos,891440,48583,2020-06-30,11,3,0,14,"1,570492686",1656,0,21,"1,268115942",286,82,117,1338,2020-03-07,116,23,582,56536,"2,405498282","5,069265329",6,195,112,0,0,0,0,0
Aysen,107297,108494,2020-06-30,0,0,0,0,0,42,0,0,0,14,0,0,29,2020-03-14,109,1,42,3769,0,"3,089223662",2,23,10,0,0,0,0,0
Magallanes,178362,132033,2020-06-30,9,2,1,12,"6,72789047",1452,0,15,"1,033057851",140,0,12,1294,2020-03-17,106,3,275,9193,"4,363636364","5,337920016",10,232,108,0,0,0,0,0
Total,19458310,755839,2020-06-30,2690,338,366,3394,"17,4424192",279393,113,5688,"2,035841986",32476,8385,30582,241229,2020-03-03,120,2106,13349,1049236,"25,42512548","6,741303278",151,9661,5828,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-29,31,5,0,36,"14,27948118",1685,0,20,"1,18694362",365,16,56,1299,2020-03-19,103,15,153,10428,"23,52941176","4,692998604",10,297,256,0,0,0,0,0
Tarapaca,382773,42225,2020-06-29,61,15,5,81,"21,16136718",5974,0,91,"1,523267492",819,66,146,5068,2020-03-23,99,32,380,20114,"21,31578947","4,248397095",10,631,475,0,0,0,0,0
Antofagasta,691854,126049,2020-06-29,253,38,26,317,"45,81891555",8625,0,147,"1,704347826",1774,185,407,6616,2020-03-14,108,85,705,27564,"44,96453901","4,529993067",8,389,274,0,0,0,0,0
Atacama,314709,75176,2020-06-29,32,17,1,50,"15,88769308",1006,0,2,"0,1988071571",313,42,57,689,2020-03-14,108,11,321,11317,"15,57632399","4,894436962",6,287,144,0,0,0,0,0
Coquimbo,836096,40579,2020-06-29,67,17,20,104,"12,43876301",2961,0,23,"0,7767646066",692,152,378,2263,2020-03-19,103,33,317,15109,"32,80757098","4,889476209",8,440,221,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-29,193,16,25,234,"11,93774009",11541,0,229,"1,984230136",2089,1230,3086,9085,2020-03-16,106,134,856,46307,"27,3364486","6,447175096",12,1146,542,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-29,1913,226,369,2508,"30,86741877",216896,66,4777,"2,202438035",21476,5990,23284,190688,2020-03-04,118,1496,9757,640541,"25,70462232","6,070945615",34,3602,2268,0,0,0,0,0
OHiggins,991063,16387,2020-06-29,201,25,12,238,"24,01461865",5844,0,69,"1,180698152",2106,637,1014,3716,2020-03-19,103,93,465,16304,"51,1827957","4,131740433",5,207,144,0,0,0,0,0
Maule,1131939,30296,2020-06-29,103,24,14,141,"12,45650163",5463,0,48,"0,8786381109",1387,218,395,4005,2020-03-03,119,58,605,35446,"23,30578512","3,988948631",10,526,374,0,0,0,0,0
Nuble,511551,13178,2020-06-29,20,1,0,21,"4,105162535",2384,0,32,"1,342281879",368,220,421,1970,2020-03-12,110,14,204,18415,"10,29411765","4,129806248",6,318,196,0,0,0,0,0
Biobio,1663696,23890,2020-06-29,152,27,18,197,"11,84110559",6595,0,50,"0,7581501137",2043,408,826,4523,2020-03-09,113,65,1615,81058,"12,19814241","4,003694863",16,743,594,0,0,0,0,0
Araucania,1014343,31842,2020-06-29,30,10,0,40,"3,943439251",3212,0,41,"1,276463263",278,54,113,2880,2020-03-16,106,17,473,32961,"8,456659619","3,784583677",4,332,193,0,0,0,0,0
Los Rios,405835,18429,2020-06-29,8,3,0,11,"2,710461148",689,0,10,"1,45137881",95,19,50,585,2020-03-16,106,8,197,11724,"5,583756345","3,411765477",3,102,61,0,0,0,0,0
Los Lagos,891440,48583,2020-06-29,22,8,3,33,"3,701875617",1642,0,21,"1,278928136",301,81,115,1311,2020-03-07,115,25,346,55954,"9,537572254","4,013234138",6,230,118,0,0,0,0,0
Aysen,107297,108494,2020-06-29,1,0,0,1,"0,9319925068",42,0,0,0,14,2,2,28,2020-03-14,108,1,196,3727,"0,5102040816","2,24618309",2,23,10,0,0,0,0,0
Magallanes,178362,132033,2020-06-29,5,0,0,5,"2,803287696",1440,0,15,"1,041666667",132,0,12,1290,2020-03-17,105,3,209,8918,"2,392344498","4,211018044",10,232,109,0,0,0,0,0
Total,19458310,755839,2020-06-29,3092,432,493,4017,"20,6441361",275999,66,5575,"2,019934855",34270,9320,30362,236154,2020-03-03,119,2090,16799,1035887,"23,91213763","5,175939804",150,9505,5979,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-28,28,9,1,38,"15,07278569",1649,0,20,"1,212856277",371,15,55,0,2020-03-19,102,15,183,10275,"20,76502732","4,600179369",10,297,261,0,0,0,0,0
Tarapaca,382773,42225,2020-06-28,101,16,5,122,"31,87267649",5893,3,91,"1,544204989",821,73,203,0,2020-03-23,98,32,607,19734,"20,09884679","4,002104603",10,631,449,0,0,0,0,0
Antofagasta,691854,126049,2020-06-28,249,27,5,281,"40,61550558",8308,5,147,"1,769378912",1692,207,400,0,2020-03-14,107,84,689,26859,"40,78374456","4,223178333",8,386,261,0,0,0,0,0
Atacama,314709,75176,2020-06-28,27,4,0,31,"9,850369707",956,0,2,"0,2092050209",293,45,61,0,2020-03-14,107,11,342,10996,"9,064327485","4,93261082",6,288,219,0,0,0,0,0
Coquimbo,836096,40579,2020-06-28,67,5,4,76,"9,089865279",2857,0,23,"0,805040252",668,149,365,0,2020-03-19,102,30,363,14792,"20,93663912","5,419661768",8,414,204,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-28,214,23,16,253,"12,90704378",11307,12,229,"2,025294066",2093,1243,2973,0,2020-03-16,105,137,853,45451,"29,66002345","6,265268837",12,1140,526,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-28,2048,193,328,2569,"31,61818135",214388,127,4711,"2,197417766",21667,6246,22826,0,2020-03-04,117,1533,9636,630784,"26,66044002","5,800301853",34,3963,2306,0,0,0,0,0
OHiggins,991063,16387,2020-06-28,244,31,9,284,"28,65609956",5606,1,69,"1,230824117",2077,612,959,0,2020-03-19,102,94,499,15839,"56,91382766","4,069521656",5,206,133,0,0,0,0,0
Maule,1131939,30296,2020-06-28,112,14,14,140,"12,36815765",5322,7,48,"0,9019165727",1377,203,372,0,2020-03-03,118,55,736,34841,"19,02173913","3,556696662",10,489,364,0,0,0,0,0
Nuble,511551,13178,2020-06-28,33,9,4,46,"8,992260791",2363,1,32,"1,354210749",381,237,419,0,2020-03-12,109,13,305,18211,"15,08196721","4,059525737",6,318,190,0,0,0,0,0
Biobio,1663696,23890,2020-06-28,189,40,30,259,"15,56774795",6398,4,50,"0,7814942169",2025,414,818,0,2020-03-09,112,69,1979,79443,"13,08741789","3,831491346",17,755,577,0,0,0,0,0
Araucania,1014343,31842,2020-06-28,35,9,0,44,"4,337783176",3172,1,41,"1,292559899",260,52,110,0,2020-03-16,105,17,614,32488,"7,166123779","3,818134519",4,319,186,0,0,0,0,0
Los Rios,405835,18429,2020-06-28,15,4,0,19,"4,681705619",678,0,10,"1,474926254",94,20,49,0,2020-03-16,105,8,282,11527,"6,737588652","3,381818664",3,102,62,0,0,0,0,0
Los Lagos,891440,48583,2020-06-28,28,7,1,36,"4,038409764",1609,1,21,"1,305158484",295,77,110,0,2020-03-07,114,27,1028,55608,"3,501945525","3,793287143",6,230,121,0,0,0,0,0
Aysen,107297,108494,2020-06-28,1,5,0,6,"5,591955041",41,0,0,0,14,2,2,0,2020-03-14,107,1,77,3531,"7,792207792","2,22707196",2,23,11,0,0,0,0,0
Magallanes,178362,132033,2020-06-28,5,6,1,12,"6,72789047",1435,0,15,"1,045296167",135,0,11,0,2020-03-17,104,3,177,8709,"6,779661017","4,163561515",10,232,115,0,0,0,0,0
Total,19458310,755839,2020-06-28,3396,402,418,4216,"21,6668354",271982,162,5509,"2,025501688",34263,9595,29733,0,2020-03-03,118,2129,18370,1019088,"22,95046271","4,996662407",151,9793,5985,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-27,61,2,0,63,"24,98909206",1611,1,20,"1,241464929",381,14,54,0,2020-03-19,101,14,211,10092,"29,85781991","5,161268667",10,297,261,0,0,0,0,0
Tarapaca,382773,42225,2020-06-27,43,15,1,59,"15,41383535",5771,3,88,"1,524865708",793,63,188,0,2020-03-23,97,31,349,19127,"16,90544413","4,558187498",10,631,406,0,0,0,0,0
Antofagasta,691854,126049,2020-06-27,249,20,16,285,"41,19366225",8027,14,142,"1,769029525",1633,195,385,0,2020-03-14,106,83,709,26170,"40,19746121","4,734877306",8,386,257,0,0,0,0,0
Atacama,314709,75176,2020-06-27,25,13,0,38,"12,07464674",925,0,2,"0,2162162162",294,46,63,0,2020-03-14,106,11,279,10654,"13,62007168","5,627647234",6,288,163,0,0,0,0,0
Coquimbo,836096,40579,2020-06-27,64,4,7,75,"8,970261788",2781,0,23,"0,8270406329",664,143,355,0,2020-03-19,101,29,339,14429,"22,12389381","6,358643705",8,414,231,0,0,0,0,0
Valparaiso,1960170,16396,2020-06-27,211,20,26,257,"13,11110771",11054,13,217,"1,963090284",2140,1241,2879,0,2020-03-16,104,133,751,44598,"34,22103862","7,250167296",12,1196,508,0,0,0,0,0
Metropolitana,8125072,15403,2020-06-27,2295,239,423,2957,"36,39352365",211819,242,4584,"2,164111812",21983,6455,22423,0,2020-03-04,116,1498,9824,621148,"30,0997557","6,733046057",34,3653,2359,0,0,0,0,0
OHiggins,991063,16387,2020-06-27,152,22,12,186,"18,76772718",5322,3,68,"1,277715145",1997,578,882,0,2020-03-19,101,91,347,15340,"53,60230548","4,815712665",4,179,122,0,0,0,0,0
Maule,1131939,30296,2020-06-27,142,25,2,169,"14,93013316",5182,2,41,"0,7912003088",1370,179,340,0,2020-03-03,117,56,821,34105,"20,58465286","4,816038939",10,486,362,0,0,0,0,0
Nuble,511551,13178,2020-06-27,29,12,2,43,"8,405809",2317,0,31,"1,337936987",380,242,410,0,2020-03-12,108,17,370,17906,"11,62162162","5,183559581",6,318,191,0,0,0,0,0
Biobio,1663696,23890,2020-06-27,150,23,8,181,"10,87939143",6139,1,46,"0,7493077048",1953,380,760,0,2020-03-09,111,72,1514,77464,"11,95508587","4,927535109",16,721,583,0,0,0,0,0
Araucania,1014343,31842,2020-06-27,17,6,0,23,"2,267477569",3128,0,40,"1,278772379",244,49,136,0,2020-03-16,104,17,703,31874,"3,271692745","4,766715867",4,319,174,0,0,0,0,0
Los Rios,405835,18429,2020-06-27,7,0,0,7,"1,724838912",659,0,10,"1,517450683",84,23,49,0,2020-03-16,104,8,234,11245,"2,991452991","4,113678382",3,102,61,0,0,0,0,0
Los Lagos,891440,48583,2020-06-27,23,7,2,32,"3,589697568",1573,0,20,"1,271455817",284,48,81,0,2020-03-07,113,26,1272,54580,"2,51572327","4,61344273",6,230,122,0,0,0,0,0
Aysen,107297,108494,2020-06-27,4,1,0,5,"4,659962534",35,0,0,0,9,2,2,0,2020-03-14,106,1,61,3454,"8,196721311","2,787356403",2,23,9,0,0,0,0,0
Magallanes,178362,132033,2020-06-27,9,17,0,26,"14,57709602",1423,0,15,"1,054111033",155,1,12,0,2020-03-17,103,3,160,8532,"16,25","5,065020985",10,231,96,0,0,0,0,0
Total,19458310,755839,2020-06-27,3481,426,499,4406,"22,64328197",267766,279,5347,"1,996892809",34364,9659,29019,0,2020-03-03,117,2090,17944,1000718,"24,55416852","5,921526857",149,9474,5905,0,0,0,0,0
Arica y Parinacota,252110,16873,2020-06-26,37,0,0,37,"14,67613343",1549,3,19,"1,226597805",351,15,53,0,2020-03-19,100,13,197,9881,"18,78172589","5,495901434",8,267,224,0,0,0,0,0
Tarapaca,382773,42225,2020-06-26,111,19,5,135,"35,2689453",5712,0,85,"1,488095238",839,70,188,0,2020-03-23,96,32,505,18778,"26,73267327","5,134504379",10,619,410,0,0,0,0,0
Antofagasta,691854,126049,2020-06-26,197,24,6,227,"32,81039063",7742,6,128,"1,653319556",1658,194,360,0,2020-03-14,105,87,564,25461,"40,24822695","5,288423648",6,285,230,0,0,0,0,0
